Id,Price
4567,160899.86
5925,132811.48
960,136190.22
3848,122101.43
746,178878.11
868,381617.75
672,114496.36
2471,207897.75
4510,115379.81
8354,279091.44
6393,172804.5
13270,216454.81
5250,293000.7
16751,167662.97
11404,133984.61
10588,364252.94
14925,193903.55
6791,232088.88
16097,192981.56
16428,376819.2
6945,330520.16
3190,181605.6
15709,467868.75
13155,180206.4
7675,191849.1
14686,262181.16
609,154523.34
11155,165548.44
10869,205544.66
15742,179437.89
9245,190084.25
3340,155909.67
2359,265939.97
8070,196246.8
13707,123910.14
16079,269340.9
15937,310529.78
14090,206486.1
9008,228290.66
16384,193263.48
11657,244455.97
13151,178788.92
8990,165494.22
11857,183682.47
1565,157348.62
8174,82055.99
9247,248351.4
10478,218945.12
15509,149296.45
8306,258402.9
6642,183064.19
7472,235707.1
15989,124284.945
13682,121842.984
163,229247.33
7076,188554.19
7478,305055.56
3029,188555.62
1814,153025.66
10057,134154.22
15100,180138.25
12694,236479.9
6291,178588.1
12603,166690.73
3218,198438.1
13456,127997.195
10170,238788.84
4530,152024.86
13329,159447.48
4820,150135.7
10896,174123.94
13416,124331.57
2701,200240.11
11265,371716.1
9189,251536.9
1858,208443.5
14536,247383.28
6199,294790.72
14730,149088.78
7510,243437.58
15505,158057.0
7446,176792.12
14016,183968.97
14113,109823.61
8721,285378.84
6193,312560.53
5717,174963.5
5427,311881.78
9520,484301.88
6869,98381.83
1658,153402.97
6639,203893.55
6283,198393.8
6257,122940.9
15235,178572.73
902,194798.9
8932,214922.56
16469,298541.03
2825,276164.75
6450,450402.34
11366,173517.1
3801,346225.97
11385,206646.73
1079,199566.14
3202,242748.4
676,213309.33
6185,306497.06
7730,162345.1
2573,180746.33
10978,194084.9
10962,257827.31
8870,202390.86
8496,180631.38
5517,188153.28
927,184252.5
13675,188542.6
1499,224631.98
15536,330041.72
8602,341630.2
12137,431791.3
9865,255551.94
16353,287449.34
15908,212358.19
3944,177289.88
10359,199070.0
15158,218943.55
3259,242229.34
7220,308150.78
13843,198353.64
16736,186648.1
702,251752.44
16401,102893.555
12134,183988.95
6918,199889.67
11792,137432.2
3798,111087.17
10395,132082.95
11099,181622.7
7090,210462.62
11260,186840.44
9647,209263.11
2903,370399.94
2071,185226.73
8604,183090.28
9346,209365.9
3945,211087.5
3420,136336.56
10842,129166.53
725,152917.56
13931,196106.0
16330,236145.84
9066,444732.0
3326,297727.78
1556,269699.44
6579,109226.81
13877,158342.22
9857,341249.47
7302,262434.56
5684,200010.23
6513,234702.72
11342,123151.56
16561,224326.97
6885,184455.44
9308,175689.97
2559,166062.9
6648,170961.28
15260,174094.05
5113,186203.53
16492,195298.23
12034,261956.06
7248,226868.28
2171,221510.12
10594,173857.64
13241,195856.1
7032,136765.0
4884,156280.81
903,215765.78
162,166203.9
6566,260922.64
8249,134056.97
13106,182498.52
256,138074.08
7976,158724.88
8575,181508.7
7591,274714.06
3204,205375.38
15804,187673.72
1525,330269.28
9038,192316.0
13628,199052.33
10016,191083.39
10208,223335.53
2008,189222.28
13029,194024.98
5099,126744.0
9923,290749.5
9461,125928.93
11086,170125.34
15057,258551.69
10689,172848.28
2053,221406.28
16630,161087.73
4985,154644.38
13881,233359.62
13225,196387.9
5779,81387.65
10262,180700.6
10762,209555.47
9513,217297.02
11128,171056.1
