Id,Price
4567,154423.83636104089
5925,121748.55364174022
960,144527.41432515386
3848,179691.97565602194
746,201476.34316640906
868,349865.69542658934
672,104682.72567205213
2471,197870.39206689494
4510,125844.66607709418
8354,290176.437897354
6393,176488.44755111187
13270,216279.17118149405
5250,336928.1641471728
16751,163061.14105437807
11404,123387.01963539103
10588,298511.6505062257
14925,189900.086676323
6791,263501.74089577026
16097,210892.91875299736
16428,369701.6448253227
6945,269623.5347409913
3190,179384.6280394948
15709,413750.7941927533
13155,164510.7911828162
7675,221784.17814053132
14686,246271.09736965958
609,177058.9874679132
11155,160398.36015120053
10869,197478.05138925536
15742,197970.93598347803
9245,173281.69926465637
3340,186683.40405579732
2359,282540.75269221014
8070,199617.71166770125
13707,123060.94892635426
16079,254092.25384854974
15937,253749.61764590174
14090,178726.20476747927
9008,234640.81433738134
16384,195625.8919552947
11657,229006.1899642193
13151,174601.0355206524
8990,188327.37413309247
11857,192212.31262795036
1565,172053.70471919206
8174,96182.77691791358
9247,241568.2463705895
10478,214630.5669117478
15509,149985.35694746015
8306,254357.38313552924
6642,225128.2746062377
7472,211113.76212501412
15989,129676.48886425637
13682,127211.98256798805
163,218051.74189221289
7076,182093.43007429808
7478,331010.72338225174
3029,188965.56511466575
1814,151134.14350106748
10057,136097.11422481883
15100,218768.17187665502
12694,237651.7777426851
6291,186545.53566759147
12603,171774.96592421024
3218,244056.47082521537
13456,125810.3377901703
10170,266314.55348876165
4530,149988.1111258947
13329,161183.4461901595
4820,138734.20179780084
10896,175728.92151952547
13416,155221.54256969877
2701,227238.1002307733
11265,338775.4956946807
9189,317461.04989162704
1858,164493.78560481517
14536,252928.64575743393
6199,206467.56639211907
14730,154751.97160329725
7510,272701.2261634846
15505,161065.92370821192
7446,181756.74742110394
14016,226683.3005369822
14113,123698.26453294029
8721,327370.72111351596
6193,322218.42405156104
5717,163492.8651316773
5427,316087.2918090851
9520,460602.50263877143
6869,104043.61813533012
1658,157122.2581660089
6639,268739.2770345435
6283,190447.96623245257
6257,127213.0010106204
15235,187671.08081614962
902,224742.7214599546
8932,193322.74705349357
16469,345922.5289849257
2825,246461.52317491148
6450,435253.4982388268
11366,176364.8309934719
3801,381669.68585336837
11385,183385.14467713342
1079,188364.6275032266
3202,266432.90585322987
676,238921.0555384873
6185,289139.5705337922
7730,160728.14089881556
2573,186738.35893165323
10978,197281.57304450308
10962,245405.8619643641
8870,201474.99514745866
8496,182059.60247803907
5517,152563.1140647561
927,178752.85599139062
13675,193282.80053320443
1499,218956.1084569632
15536,320818.7774056956
8602,307104.7090726113
12137,408491.2161312162
9865,254686.2604515959
16353,289036.9485490328
15908,223702.33214006334
3944,191673.62912827075
10359,206895.0776488905
15158,227248.53194152162
3259,273006.31215138093
7220,313274.3320517474
13843,216269.03419354235
16736,176388.50767890588
702,260912.80418447359
16401,116518.04168219038
12134,200783.001199727
6918,183258.8527073684
11792,140198.43563886159
3798,149875.99162035392
10395,132576.1912412912
11099,125763.7106820728
7090,213604.79863485604
11260,205731.22461640893
9647,231399.29305328647
2903,339153.7884411756
2071,184258.64604163094
8604,213458.90658962572
9346,204070.82896005272
3945,200128.4015281123
3420,130017.84229764223
10842,128299.80906459606
725,172501.55254623076
13931,201870.72536080185
16330,251091.39820315328
9066,446896.49381703004
3326,296394.39158363984
1556,260635.7413722055
6579,98586.39016536306
13877,163951.5470080759
9857,357128.9653560305
7302,293322.23951752874
5684,180111.43647508806
6513,213506.29763605958
11342,114978.31478142164
16561,242145.29787139574
6885,179767.1488955511
9308,185022.45911451304
2559,162857.16984102532
6648,183211.68410242704
15260,168994.8725739666
5113,182683.15384486833
16492,203650.56465354463
12034,287075.17442073656
7248,211153.39955618777
2171,202523.6919829758
10594,169808.28227980313
13241,190955.22726581924
7032,139366.02637933998
4884,166798.15845019848
903,193637.89925045383
162,159206.7765448632
6566,302658.48204203136
8249,116382.24735276977
13106,199573.77483855767
256,124413.94485670686
7976,166912.48816725312
8575,202749.301388319
7591,294945.2193926102
3204,211247.38549894805
15804,185824.63438414905
1525,327512.2140373272
9038,180704.05199470124
13628,192897.07935420214
10016,219346.7148344939
10208,237582.6914391858
2008,197482.64869328646
13029,221549.64297870654
5099,130428.07281668593
9923,315096.0880659043
9461,129231.97663289156
11086,187933.87585775423
15057,272208.23808567977
10689,182611.75443592007
2053,240149.1025783657
16630,170138.74854448036
4985,160066.0585029168
13881,241274.1407648989
13225,203650.56465354463
5779,91888.78375620175
10262,189464.9849048259
10762,222369.0299448232
9513,197678.7821147578
11128,165078.33791878403
2074,332065.06333116733
933,198777.57628685495
2780,181725.81874062627
6594,102132.11628615244
15394,283172.69211180165
14863,135564.21533464157
6698,223500.35974741628
1611,279322.0093322876
174,189630.97041017076
5160,186893.22841102863
3295,338139.8169726139
4559,339609.7514768878
8254,164815.2768533428
10228,106620.80602004053
13924,141079.69920914154
15341,251022.91839317654
4353,196491.15990033856
4334,89887.66539981254
1872,186594.69284300233
7823,181600.40349685427
310,159702.33982352866
3704,237416.173649615
11615,313958.7505258104
6605,202602.2554963091
3381,187047.37370918036
2143,138820.08073577026
3191,283582.67637438275
13980,144879.9382788402
15613,164753.15830999846
10943,306303.3485535268
9654,185798.68743109042
16053,418540.7007270063
14931,221696.3278677971
