Id,Price
4567,159903.35571652435
5925,115743.20530815214
960,150562.65660846452
3848,126917.97497095123
746,190990.73962825668
868,336805.82940666226
672,103286.76835450085
2471,209323.6775441876
4510,124067.91551051418
8354,303780.27583692037
6393,174744.25499905203
13270,226213.2828425099
5250,312275.2421597796
16751,161569.49458164148
11404,132771.43753573723
10588,328096.2596978022
14925,188439.44437261714
6791,157696.9868605861
16097,188414.4451618718
16428,371128.2173754248
6945,323818.1188369073
3190,182592.24943896648
15709,469092.5651361962
13155,138021.2198872354
7675,204353.30283036514
14686,251333.82271098124
609,149145.78970092643
11155,148935.31966401334
10869,202401.05971652496
15742,182467.7484902831
9245,188290.15930862958
3340,173680.61466353937
2359,290951.0120838153
8070,188175.60987421958
13707,126003.95059608125
16079,259317.57705368055
15937,254476.10373271396
14090,185448.8840127082
9008,233417.4751382251
16384,208685.83263684917
11657,262302.61260520265
13151,150831.37783173766
8990,173966.87183191552
11857,184680.3940953845
1565,165160.98159718726
8174,86796.07574310795
9247,251253.7057666018
10478,218442.18774321777
15509,149917.40357918976
8306,238900.55591726367
6642,185049.79431902914
7472,198387.96064012765
15989,127197.33457926784
13682,126973.87616315855
163,259276.40388557105
7076,180496.3576719216
7478,346754.82340242097
3029,190342.0087059853
1814,150094.90368784813
10057,140404.8776072681
15100,197294.57661502872
12694,224670.90646321225
6291,189467.00906097103
12603,184294.51342274935
3218,221489.6345364752
13456,123851.14367675193
10170,229909.68535201374
4530,145286.9446939321
13329,175495.83200518295
4820,135375.9862150603
10896,177433.41741540926
13416,119289.2424940502
2701,217223.4357455412
11265,355437.0399923514
9189,291087.3762385663
1858,162387.9939702153
14536,252604.50658514028
6199,226970.0066535306
14730,152485.49078451694
7510,257181.7047447953
15505,162029.0360937222
7446,181291.32632045058
14016,201871.3785481094
14113,112389.11175004594
8721,301874.4850436421
6193,300140.3909702432
5717,178436.7315717237
5427,280686.0186694058
9520,477707.126320972
6869,96153.27233694996
1658,160509.73481235548
6639,229007.08515102544
6283,188174.04047703368
6257,125895.74041592443
15235,185794.33334983856
902,251209.880700225
8932,210691.51310660847
16469,376645.3638431406
2825,254600.7555665903
6450,406007.4374852847
11366,184003.21579552232
3801,379232.50718983356
11385,183781.13102125665
1079,192653.79916284638
3202,229408.61320496965
676,220023.1005457083
6185,291648.9812246877
7730,165491.02916695338
2573,180938.90252196317
10978,207485.7175590451
10962,257322.2893271412
8870,185165.81787963913
8496,181737.6629727797
5517,167159.20428922048
927,172115.4579749048
13675,199710.48009664824
1499,219522.62983332344
15536,333952.8561307579
8602,335702.5492980267
12137,402608.19323665916
9865,253350.18155963326
16353,285762.2295893514
15908,222578.5559032712
3944,184714.24260464418
10359,201505.7862890115
15158,203698.09568683576
3259,261708.0486992717
7220,322024.5737800535
13843,212517.17130148754
16736,180809.01956432158
702,248905.54641338927
16401,299322.8008683223
12134,184553.85962792273
6918,207222.2124249215
11792,145271.36274921
3798,199071.60336875133
10395,133191.20996196746
11099,142446.16190785242
7090,195413.33857957437
11260,200829.33156092474
9647,213140.44867842147
2903,370284.63870480575
2071,187241.76403157107
8604,201228.56262228906
9346,206226.4859213209
3945,197193.04353185414
3420,128396.69891768639
10842,126304.21223654589
725,171680.60231138745
13931,196261.98102947502
16330,238115.77259715102
9066,458618.1221064525
3326,300816.1002449254
1556,275088.79662706226
6579,94813.9729672885
13877,166927.00639797654
9857,335638.46187547664
7302,240061.47982685542
5684,174333.20086658225
6513,216715.9668255282
11342,114710.49386948858
